"siteID","duration","start_year","end_year","sstar_slope","asar_slope","estar_slope","sar_ave_slope","sstar_ave_slope","mnn_dist","N","MAT_C","MAP_mm","MAT_sd","MAP_sd"
"BLAN",7,2015,2022,0.0740155401691856,0.370401961113828,0.444417501283014,0.612406780598378,0.141848821597915,0.192077793165315,21,13.3631829500131,1197.61678350732,0.335252622247037,199.701573627247
"CPER",10,2013,2022,0.0757162841007173,-0.0439787590662862,0.0317375250344312,0.457966629619337,0.060379604062291,1.16870063547927,19,9.29126597158028,402.089552716484,0.606409140179543,82.6800370905409
"DCFS",6,2017,2022,0.116951923907428,0.0315978530892657,0.148549776996694,0.525572701110783,0.109615850573615,0.709742006021566,15,4.96863686582312,497.315544987076,1.15667773602065,127.676385748875
"DEJU",7,2016,2022,0.0778265707064058,-0.0153909712982114,0.0624355994081944,0.56539879750544,0.0755876509146364,0.609957458987766,26,-2.35321622331101,276.991314975976,1.19569951756532,23.8055547106061
"DELA",8,2015,2022,0.0915653186428961,0.0699912793658009,0.161556598008697,0.635698207508421,0.122350018522065,0.314419608693182,17,19.1556197440424,1559.97583692928,0.342709571540922,153.281943271624
"DSNY",7,2014,2021,0.102828212491387,0.152135432768968,0.254963645260355,0.665259513866158,0.188253859312075,0.817568742813439,15,23.7084155598536,1484.01414519478,0.410820102705595,79.3162604867198
"GRSM",7,2015,2022,0.0905999193138922,0.236727449530796,0.327327368844688,0.751200985807857,0.0729501082480476,1.5579705168151,14,14.0065167831288,1697.72802947103,0.330241430750742,274.588737210683
"HARV",9,2014,2022,0.116769882655913,0.057496698517293,0.174266581173206,0.641786001166751,0.122208740769221,0.972863849310918,21,9.47847621356244,1254.30185343645,0.541844224318797,162.439007233801
"HEAL",6,2016,2022,0.117429208172389,0.00252414654154308,0.119953354713932,0.511735241844127,0.150840071944834,0.497896678537667,32,-2.58306772229629,393.346925915882,1.09635125696826,16.1633552258275
"JERC",7,2015,2022,0.161364625604938,-0.00293147266171917,0.158433152943219,0.602145351423457,0.257656225549118,0.459724587488544,14,20.232350194177,1442.63997388627,0.337182596522914,156.78578982261
"JORN",7,2015,2022,0.0632699928964371,0.0151368617778884,0.0784068546743254,0.565113137280068,0.0692199810192228,0.828792177435582,18,16.3235200307988,284.353094134521,0.352324970980074,43.2613581507906
"KONZ",7,2016,2022,0.143685140271219,-0.0560099447273826,0.0876751955438362,0.547812362288366,0.149023551903568,0.852061330669649,15,13.4434152794922,922.240131065295,0.620415902675904,140.696019610757
"LAJA",7,2016,2022,0.146090780215746,0.118424423325255,0.264515203541001,0.68046107355094,0.190948119134176,0.196858237744542,24,25.8090423462991,1641.55374779999,0.186895983467455,265.982224274376
"LENO",6,2016,2022,0.119700999167444,0.0966276427829659,0.21632864195041,0.596143925759515,0.184290527084718,0.407549932524075,20,19.5961203579771,1628.41283561094,0.35953273514757,192.70002081827
"NIWO",8,2015,2022,0.0567879851202532,0.137052514242441,0.193840499362695,0.565973004969453,0.133189556562688,0.465653791249913,17,3.67566559517212,479.386718874915,0.480243473936853,94.6475764030225
"NOGP",7,2016,2022,0.0998820427482588,0.00108528611847122,0.10096732886673,0.596932460552239,0.171014585352413,0.31051860119617,17,6.12895422024258,443.639035469344,1.20162099269817,114.720731302802
"OAES",7,2015,2022,0.137130796394291,-0.00204673501667827,0.135084061377613,0.444418475756861,0.184514991074949,0.330158985521101,23,16.1214719842128,724.385664909337,0.442651480412214,133.228823353982
"ORNL",8,2014,2022,0.0561449258630691,0.233337574922493,0.289482500785562,0.719221448024494,0.181388088656303,1.3598450531221,14,15.0401709045359,1606.30876145223,0.609676360059108,155.573615858156
"OSBS",6,2014,2021,0.129156838934755,0.0410901356202041,0.170246974554959,0.71122043272911,0.198729788262819,0.957121680579614,14,21.9725447680386,1503.26626497217,0.537344253866845,72.2788496523409
"RMNP",6,2017,2022,0.113580360482603,0.206377201002098,0.319957561484701,0.684204094229454,0.187937742834958,0.577352435326127,21,4.33612591339764,444.175522261591,0.52097890702307,87.0456240410757
"SCBI",9,2014,2022,0.0774542706085995,0.044494975350382,0.121949245958982,0.530662692855331,0.171455799401843,0.557358520309473,16,13.1538717683662,1167.98483775471,0.585320666593155,186.388221641845
"SERC",7,2015,2022,0.0748169969210333,0.0454023230727136,0.120219319993747,0.591539618554582,0.11107701873509,0.328158834521888,30,14.2744039495009,1223.09242955415,0.260726578654774,194.157999360322
"SRER",7,2016,2022,0.0648189389799886,0.02004474401146,0.0848636829914487,0.563423044558561,0.106592255231076,1.54963402790786,28,18.4176266345156,374.632309765869,0.377993372072857,108.1822067039
"STEI",7,2015,2021,0.100487773380268,0.305193349329444,0.405681122709712,0.656946325232341,0.168840812285657,0.717698718121528,20,5.32160094558352,962.296438174191,0.80171664443689,123.390521373539
"TALL",9,2014,2022,0.102366754658309,0.0785108702189381,0.180877624877247,0.678022222022603,0.172689293245849,1.13197733351408,17,18.6864759422797,1527.95053085368,0.643086749059006,164.308492493336
